Ticket Nr.;Rating (1= sehr gut, 2= mittel, 3=nicht brauchbar);Ticket type;Mandant;Ticket text;Status;Template
2016042763000072; ;Fehler in der App;VELEDES; heute war ein spezieller tag. wir mussten in allen Klassenzimmern offline Tests machen obwohl die Anzeige bei online grün war. trotz der grünen Meldung erschien die Meldung dass wir offline seien. ich habe das tablet neu gestartet als der test vorbei war die lehrer sind schnell wenn es ums herunterfahren geht ich hoffe die supportanfrage sagt dennoch etwas aus. ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016042763000063; ;Geräteanzahl überschritten;hep;Ich wäre ihnen sher verbunden wenn sie meine Geräte aus der Datenbank nehmen könnten dass ich mich neu anmelden kann. Danke;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016042063000031; ;Anmeldung / Aktivierung;hep;Falls Sie ein Problem mit der Anmeldung oder dem Aktivierungs-Code haben beschreiben Sie bitte die Fehlermeldung und geben sie ihren Aktivierungs-Code an. Fehlermeldung: Ungültiger Aktivierungscode Aktivierungs-Code: yebeskiu08tv Guten Abend ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016041863000026; ;Anmeldung / Aktivierung;DIHK; Habe dasPasswort und Benutzername vergessen. Die App wurde auf einem anderen IPad aktiviert und ich habe mir dir Log-in Daten nicht notiert. Code: ezx69yxpta Könnten Sie mir die Daten geben? Mit freundlichen Grüßen ;closed successful;Aktivierungscode falsch
2016041363000017; ;Anmeldung / Aktivierung;DIHK;Einen wunderschönen guten Morgen nach Bern! Die neuen TBW-Textbände lassen sich leider noch nicht laden. Hier versuche ich jetzt die Support-Anfrage von einem anderen iPad zu versenden. Aktivierungscode rpnz219mvt Viele Grüße und einen schönen Tag ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016040663000138; ;Anmeldung / Aktivierung;VELEDES;Ich würde gerne die Test fragen runterladen aber ich kann sie nicht öffnen oder gar nicht erst runterladen. was mus ich tun? ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016040663000129; ;Anmeldung / Aktivierung;DIHK;Mein Anmeldecode geht nicht mehr 56a2dwfyxd habe mein Tablet gewechselt. ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016040663000111; ;Anmeldung / Aktivierung;DIHK;Ich habe mein Tablet gewechselt und kann meinen Code: 56a2dwfyxd nicht mehr verwenden! Es kommt die Meldung dass der Code schon mal verwendet wurde Was ja auch stimmt aber ich würde gerne meine Unterlagen weiterhin auf meinem neuen Tablet nutzen. Danke ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016040663000101; ;Anmeldung / Aktivierung;DIHK;Ich habe mein Tablet gewechselt und kann meinen Code: 56a2dwfyxd nicht mehr verwenden! Es kommt die Meldung dass der Code schon mal verwendet wurde Was ja auch stimmt aber ich würde gerne meine Unterlagen weiterhin auf meinem neuen Tablet nutzen. Danke ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016040663000076; ;Geräteanzahl überschritten;Swissmem;" Bitte das Gerät \""Jans iPad\"" entfernen. ";closed successful;Mac: Access Denied -> Cookies Virenscanner
2016040563000041; ;Fehler in der App;VELEDES;"\""In der App ist ein unerwarteter Fehler aufgetreten. Bitte starten Sie die Applikation neu und versuchen die Aktion nochmals. Sollte das Problem bestehen so melden Sie es bitte mittels «Hilfe» - «Support-Anfrage». Danke\"" Text Erscheinung Es kommt immer wieder vor so dass ich lust verloren habe weiter zu lernen.";closed successful;Mac: Access Denied -> Cookies Virenscanner
2016040463000061; ;Anmeldung / Aktivierung;DIHK; ich habe die App auf mein Tablet installiert und aktiviert nun habe ich gemerkt ich konnte nicht alle Kapiteln öffnen dachte es liege an der Android 5.0. Also ich setzte mein Tablet auf Werkeinstellung zurück um zu eventuell zur ältere Version zurückzukehren dummerweise sind mir alle Daten verloren gegangen und Android 5.0 habe ich immer noch drauf. Ich ladete zwar die App wieder runter nur ich kann mich da nicht mehr anmelden bzw. die App aktivieren. Es würde mich freuen wenn Sie mir da weiter helfen könnten. Mit freundlichen Grüßen ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016040463000034; ;Fehler in der App;RICHM; Die App funktoiniert nicht. Ich fliege immer raus wenn ichdas Kapitel wechsle. Ich brauche das ebook dringend. Können Siemir bitte helfen. ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016040463000025; ;Fehler in der App;VELEDES; wie versprochen sende ich dir eine Anfrage von einem Tablet welche in den Tests keine Bilder hatten liebe grüsse und danke für das andere mail ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016040163000012; ;Fehler in der App;hep; Im Log siehts du dass der Zurück-Button dreimal nicht richtig funktioniert hat. Vielleicht hilft dir das. Liebe Grüsse ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016033163000021; ;Fehler in der App;BEOOK;Crasht auch wenn es eine Vorlage hat Zeichnungsübungen ;closed successful;Anmeldung - Hinweise für Aktivierung
2016033163000011; ;Fehler in der App;BEOOK;Absturz bei Zeichnungsaufgaben ohne Vorlage beim schliessen des sketchpads;closed successful;Anmeldung - Hinweise für Aktivierung
2016033063000041; ;Fehler in der App;RICHM; 2te Anfrage. Das Problem tritt nur dan auf wen ich auf das GLB Symbol drücke oder wen ich wie von Ihnen beschriebenen auf den weissen Pfeil drücke. Ansonst funktioniert alles. Kann halt nur ein Ordner verwenden. Freundliche Grüße ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016033063000031; ;Fehler in der App;RICHM;das starten des Programms Grundlagebuch geht problemlos kann jedoch nichts machen oder drücken das Programm stürzt ab und startet sich neu.;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016032463000052; ;Geräteanzahl überschritten;RICHM; Könnte ich das Login von meinem Ipad Trennen und dann a uf meinem Computer nutzen ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016032463000043; ;Anmeldung / Aktivierung;RICHM; Könnte ich den Ipad mit diesem Login trennen und dann auf mein Computer installieren? ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016032463000034; ;Anmeldung / Aktivierung;RICHM; Könnte ich den Ipad mit diesem Login trennen und dann auf mein Computer installieren? ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016032463000025; ;Anmeldung / Aktivierung;RICHM; Könnte ich den Ipad mit diesem Login trennen und dann auf mein Computer installieren? ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016032363000091; ;Fehler in der App;VELEDES;Keine Bildresourcen mehr bei der Auswertung nach dem eTest;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016032363000072; ;Fehler in der App;VELEDES; hier die fehlerberichte der Tablets ohne meraki. dies solltest du eigentlich bereits um 10 uhr erhalten haben. ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016032363000045; ;Fehler in der App;VELEDES;hier nochmal ein report ohne meraki aber aus eine anderen raum ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016032363000036; ;Fehler in der App;VELEDES; hier ein Report ohne Meraki ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016032363000027; ;Fehler in der App;VELEDES; wie besprochen habe den Start des Apps gefilmt. Hier noch der dazugehörige Fehlerbericht. Als ich die Supportanfrage senden wollte ist das app zusätzlich abgestürzt - hat nix mit dem starten zu tun. den film sende ich in einer zweiten mail. liebe grüsse ;closed unsuccessful;Mac: Access Denied -> Cookies Virenscanner
2016032363000018; ;Fehler in der App;hep;" Bei mir erscheint immer wieder eine Meldung Popup-Fenster \""In der App ist ein unerwarteter Fehler aufgetreten....\"". Was muss ich machen dass diese Fehlermeldung nicht mehr erscheint? Freundliche Grüsse ";closed successful;Mac: Access Denied -> Cookies Virenscanner
2016032263000011; ;Anmeldung / Aktivierung;hep; Zurzeit besuche ich die BFS Winterthur und habe einen Code für eine digitale Version des Lehrbuches: Detailhandel Gesellschaft bekommen. Leider ist mir dieser für die Aktivierung abhanden gekommen. Wäre es möglich mir diesen noch einmal per Email zu senden damit ich mein Lehrmittel verwenden kann? Ich hoffe auf schnelle Hilfe. Freundliche Grüsse ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016032163000031; ;Fehler in der App;VELEDES; Wir haben leider wieder ein Fehler beobachtet. Neu seit Android 5.1.1 und Beook Appversion 3.5.4 Das App startet jeweils automatisch. Statt wie gewohnt die rote Login-Seite erscheint bei vielen Tablets komischerweise nicht bei allen neu eine Fehlermeldung. Die Fehlermeldung heisst: Konfiguration fehlgeschlagen Darunter stehen noch einge Tipps wie z.B. Proxyeinstellungen etc. Nach kurzer Zeit meist wenige Sekunden erscheint wie gewohnt das Loginfenster des E-Testings. Gleichzeitig verbindet das Tablet mit dem Internet. Es hängt somit vermutlich mit der Internetverbindung zusammen. Es ist auch nicht mehr möglich uns über das Mensch Symbol neu anzumelden. Wenn ich dies versuche wird der Display schwarz und ich muss das Tablet neu starten. Liebe Grüsse ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016032063000023; ;Anmeldung / Aktivierung;BEOOK;Mier hat es die beook App gelöscht ich habe es jetzt neu heruntergeladen aber ich komme mit meinem Aktivierungscode nicht mehr rein Darum frage ich ob ich einen neuen Aktivierungscode haben kann? ;closed successful;Anmeldung - Hinweise für Aktivierung
2016031863000037; ;Anmeldung / Aktivierung;Swissmem;Ich habe die Bücher gekauft und später ging das Gerät kaputt und ich wollte die Bücher auf das neue Gerät laden jedoch ging das nicht und wenn ich den Code nochmal eingebe heisst es ich habe den code schon einmal angefordert. wie kann ich die bücher laden?;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016031863000028; ;Anmeldung / Aktivierung;Swissmem;Falls Sie ein Problem mit der Anmeldung oder dem Aktivierungs-Code haben beschreiben Sie bitte die Fehlermeldung und geben sie ihren Aktivierungs-Code an.;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016031763000066; ;Anmeldung / Aktivierung;AppInbox;Falls Sie ein Problem mit der Anmeldung oder dem Aktivierungs-Code haben beschreiben Sie bitte die Fehlermeldung und geben sie ihren Aktivierungs-Code an. Guten Tag Leider habe ich ein Problem mit den e Lehrmitteln sie sind nur bis zu einigen gewissen Kapiteln gültig obwohl ich sie gekauft habe. Meine Aktivierungcodes: Gesellschaft Ausgabe B; B;affcfa543fb6\nGesetzestexte15/2016
2016031763000057; ;Fehler in der App;Swissmem;Die App stürzt ab wen man eine Zeichnung bearbeitet und danach auf schliessen drücken möchte. Danach ist nichts gespeichert auf der Zeichnung.;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016031763000048; ;Fehler in der App;Swissmem;Die App stürzt jedes mal ab wenn man in die Zeichnungsvorlagen schliessen möchte. Ausserdem bleibt dann nichts gespeichert.;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016031763000039; ;Fehler in der App;Swissmem;Immer wenn man etwas zeichnet und dann das Zeichnungsfenster schliesst stürzt das ganze App ab. Seit dem Update ist das so.;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016031763000021; ;Fehler in der App;Swissmem;"Sobald man etwas skizziert hat und auf \""schliessen\"" tippt stürzt die app ab und das skizzierte wird nicht gespeichert.";closed successful;Mac: Access Denied -> Cookies Virenscanner
2016031763000011; ;Fehler in der App;Swissmem;Sobald man etwas skizzieren möchte und speichern will stürzt das App ab.;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016031663000022; ;Fehler in der App;hep; Ich wollte kurz nachfragen ob folgendes Problem Normal ist: Jedes mal wenn ich die App schliesse und wieder öffne heisst es ich habe folgende Lizenzen für alle meine Lehrmittel nicht. Danach muss ich mich jedes mal abmelden und erneut einloggen. Besten Dank für Ihre Rückmeldung Freundliche Grüsse ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016031563000079; ;Fehler in der App;RICHM; leider besteht das Problem mit der Markierfunktion auch nach dem neuen Download noch. Ich markiere mir etwas und muss danach warten bis ich wieder etwas anwählen oder auch scrollen kann. Der Mauszeiger ändert kurzzeitig zum Symbol für \;. Teilweise erscheint eine milchige Ebene vor dem geöffneten App oder es wird \; angezeigt.\n\nFreundliche Grüsse 
2016031563000042; ;Fehler in der App;hep;Markierungen Notizen Eigene Seiten funktioniert nicht mehr;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016031563000033; ;Fehler in der App;VELEDES; heute hatten wir leider wieder den Fall dass ein Lernender Fragen richtig gelöst hat aber die Punkte für die Fragen nicht erhalten. Das selbe problem trat bereits letzte Woche einmal auf. Peter hat euch diesbezüglich bereits informiert. es geht um den benutzer oemer.kaya liebe grüsse ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016031463000062; ;Anmeldung / Aktivierung;Swissmem;Wir setzen an der Berufsfachschule für alle Lehrpersonen und Lernenden OneDrive Business ein. Leider finde ich keine Einstellung zum synchronisieren. Dropbox verwenden wir nicht. Wie können wir das realisieren? MfG Stefan Pulfer Fachlehrer Automatiker ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016031463000044; ;Geräteanzahl überschritten;hep;"Zum einen das \""Lenovo IdeaPad Z510\"" wie auch das \""Lenovo Yoga 2\"". Eine Lizenz gilt auch noch für einen anderen Laptop den ich als Ersatz benutze. Dies war Ein Acer Aspire Ich weiss nicht mehr welcher genau aber ich bin mir zimlich sicher dass es ein Acer war. Nun benötige ich noch eine Lizenz für den Derzeitigen Lenovo Yoga 3 Pro.";closed successful;Mac: Access Denied -> Cookies Virenscanner
2016031463000017; ;Anmeldung / Aktivierung;RICHM; Besten Dank und Gruss HTTP ERROR: 404 Problem accessing /navigation/Login. Reason:  Not Found ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016030963000072; ;Anmeldung / Aktivierung;hep;Falls Sie ein Problem mit der Anmeldung oder dem Aktivierungs-Code haben beschreiben Sie bitte die Fehlermeldung und geben sie ihren Aktivierungs-Code an. Ich habe mein Passwort vergessen und kann mich deshalb nicht mehr anmelden. ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016030963000045; ;Anmeldung / Aktivierung;hep; ich bin ein Malerlehrling im 1. Lehrjahr und besuche die gibb in Bern. nach instalation habe ich mein Passwort leider vergessen. ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016030963000018; ;Fehler in der App;hep;ich kann in Android keine Markierungen mehr speichern. Gehe davon aus dass auch hier der encryptionkey hängt.;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016030763000085; ;Anmeldung / Aktivierung;hep;Falls Sie ein Problem mit der Anmeldung oder dem Aktivierungs-Code haben beschreiben Sie bitte die Fehlermeldung und geben sie ihren Aktivierungs-Code an. ich musste es neuladen und kann mich mit meinen Cood nicht mehr anmelden es schreibt immer einen ungültigen Cood. ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016030763000031; ;Fehler in der App;DIHK;Ich habe mir jetzt die App auf ein anderes Tablet geladen allerdings funktioniert hier die Videowiedergabe auch nicht. Der Ton kommt immer noch verzerrt. Es liegt also nicht an meinem Smarttab.;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016030463000081; ;Fehler in der App;hep; Zuerst zum Fehler: Wenn einmal ein Proxy-Port eingetragen wurde kann er nicht mehr gelöscht werden. Nichts sei kein Integer... Dann zu meinem Problem: Wie kann ich die User Konfig am besten verteilen? Gibt es eine Möglichkeit Grundeinstellungen zentral vorzunehmen und ggf. sogar zu sperren für den Benutzer? Ansonsten müssen wir dies bei allen Lehrern egal ob diese die Anwendung benötigen oder nicht per Script beim Anmelden verteilen. Ich freue mich über eine Antwort und hoffentlich eine brauchbare Lösung. Schöne Grüsse ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016030463000045; ;Fehler in der App;VELEDES; Wie besprochen sende ich dir eine Supportanfrage. liebe grüsse ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016030363000011; ;Fehler in der App;BEOOK;link in Appstore gedrückt bewertung der App ;closed successful;Anmeldung - Hinweise für Aktivierung
2016022963000054; ;Geräteanzahl überschritten;RICHM;Ich kann jetzt gar nicht mehr auf das ebook zugreifen. Habe es auf dem Pc mit einer andern mailadresse. Ich brauche es aber hier. ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016022963000036; ;Fehler in der App;hep;hallo dir pissers heit dir nüt ztüe aus ds z luege huere eier losi sieche chumm 1 gege1 motherfucker  ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016022963000018; ;Fehler in der App;AppInbox;Bitte üperprüfen sie ob sich der Fehler reproduzieren lässt. Beschreiben Sie dann bitte die letzten Aktionen die Sie vor dem Absturz getätigt haben.;closed successful;Mac: Enable Cookies
2016022763000021; ;Geräteanzahl überschritten;BEOOK;Guten Tag ich habe heute ein iPad gekauft um im Zug zu lernen. Ich habe das Program auf meinem MacBook installiert und wollte nun das Grundlagenbuch Beck Confiseur germ ihren Angaben laden. Nachdem der App geladen war wollte ich mich anmelden. Nur Email und Passwort. Darauf erschien die Meldung Gerätewahl erreicht ? Kann ich das Buch nicht auf dem PC und dem IPad laden? Mache ich etwas falsch? ;closed successful;Anmeldung - Hinweise für Aktivierung
2016022463000045; ;Anmeldung / Aktivierung;AppInbox;" Ich habe folgendes Probelm beim starten mit dem eLehrmittel: \""Die Daten konnten nicht korrekt gelesen werden. Bitte melden Sie das Problem mit Feedback- Technisher Problem melden.\"" Dadurch kann ich nicht alle Kapitel meines eLehrmittel öffnen. Was kann ich machen das ich wieder Zugriff habe? Freundliche Grüsse ";closed successful;Mac: Access Denied -> Cookies Virenscanner
2016022463000027; ;Anmeldung / Aktivierung;AppInbox;Falls Sie ein Problem mit der Anmeldung oder dem Aktivierungs-Code haben beschreiben Sie bitte die Fehlermeldung und geben sie ihren Aktivierungs-Code an.;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016022363000011; ;Fehler in der App;AppInbox;Bitte üperprüfen sie ob sich der Fehler reproduzieren lässt. Beschreiben Sie dann bitte die letzten Aktionen die Sie vor dem Absturz getätigt haben. Ist nicht möglich. Das App startert nur sehr langsam auf danach lässt sich nur noch Punkt 1 öffnen. ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016022063000025; ;Anmeldung / Aktivierung;RICHM;Nachdem ich die beook Version aktualisiert habe kam plötzlich die Meldung dass ich schon alle 10 Seiten geöffnet häbe. Als ich mich danach wieder neu anmelden wollte kam die Medung dass die Anzahl registrierte Geräte überschritten seien obwohl die Lizenz nur auf diesem Tablet insalliert ist. Vielen Dank!;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016021863000075; ;Anmeldung / Aktivierung;DIHK; ich hatte die App auf meinem bisherigen iPad aktiviert. Dieses habe ich mittlerweile gegen ein neues getauscht. Nun lässt sich die App nicht mehr über Anmelden aktivieren weil die maximal zulässige Anzahl an Geräten erschöpft sei. Die IHK RT bat mich nach Rücksprache mit dem DIHK das Problem über diesen Weg zu melden. Ich bitte um Hilfe. MfG M. Irmler;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016021763000031; ;Fehler in der App;BEOOK;link in Appstore angeklickt evtl zu schnell zurück gewechselt.;closed successful;Anmeldung - Hinweise für Aktivierung
2016021763000022; ;Anmeldung / Aktivierung;hep;" Bei meinem eLehrmittel funktioniert das \""Gesellschaftsbuch\"" nicht. Deutsch im ABU funktioniert einwandfrei. Version 3.4.1 windows Für Ihre Hilfe danke ich und grüsse freundlich. ";closed successful;Mac: Access Denied -> Cookies Virenscanner
2016021563000017; ;Anmeldung / Aktivierung;RICHM;Falls Sie ein Problem mit der Anmeldung oder dem Aktivierungs-Code haben beschreiben Sie bitte die Fehlermeldung und geben sie ihren Aktivierungs-Code an. Sehr geehrte Damen und Herren Ich habe ziemlich Probleme mich in beook einzuloggen Wenn ich mich einloggen versuche steht es immer: Maximale Anzahl gleichzeitig registrierter Geräte erreicht obwohl ich beook nur an diesem Computer runtergeladen habe. Aktivierungscode war: Lehre2015 Ich bedanke mich für Ihre Zeit im Voraus. Freundliche Grüsse ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016021163000042; ;Fehler in der App;DIHK;Die Videos funktionieren immer noch nicht. Ich kann in anderen Programmen Videos abspielen und höre auch ein Ton. Bei den Videos hier ist alles leise und verzerrt. ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016021063000017; ;Fehler in der App;AppInbox;"Die Bedienungsanleitung gehört dringend überarbeitet. Diese erklärt noch nicht mal wie das \""Verstanden\"" Fragestellungszeug funktioniert. Beispielsweise kann ich nicht erkennen ob ich meine Lösungen im Anschluss ausdrucken oder zumindest speichern kann! ";closed successful;Mac: Access Denied -> Cookies Virenscanner
2016020363000049; ;Anmeldung / Aktivierung;hep;Ich habe das Einlösen vom Coupon-Code mehrmals probiert funktioniert aber nicht. Fehlermeldung: Code ungültig. ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016020263000014; ;Anmeldung / Aktivierung;Swissmem;"Ich habe mein Passwort vergessen und kan es auch nicht durch die funktion \""Passwort vergessen\"" herbeirufen. ";closed successful;Mac: Access Denied -> Cookies Virenscanner
2016013163000015; ;Anmeldung / Aktivierung;DIHK;Hallo. Ich habe keine Möglichkeit mehr mich bei der App anzumelden und auf die bezahlten Informationen zuzugreifen. Bei der Anmeldung kommen Fehlermeldungen auf. Bitte um Behebung des Fehlers. Da es sehr ärgerlich ist weil man ja schon viel Geld investiert hat. Besten Dank schon mal vorab. Schöne Grüße ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016012963000065; ;Fehler in der App;hep; Nun - Produktion - habe ich noch etliche Excel-Aufgaben in GESCAH die ich auch nach Löschen und Neu Herunterladen mit selbem Benutzer nicht mehr laden kann. Allerdings war hier zwischenzeitlich mal die neuere Umwandlung Entwicklung drüber geladen. Dennoch sollte doch auch so ein Downgrade funktionieren bzw. zumindest die Aufgabe ladbar sein. Kannst du dir anschauen was hier genau sperrt? Liebe Grüsse ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016012763000023; ;Anmeldung / Aktivierung;AppInbox; Ich habe schon mehrere Übungen im Deutsch im ABU gemacht. Als ich das eLerhrnmittel wieder öffnete war die letzte Übung geschlöscht. Dies passierte mir schon c.a 4 mal. An was könnte es wohl liegen? vielleicht an meinem PC oder am App. ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016012763000014; ;Anmeldung / Aktivierung;hep;Bei der Anmeldung meldet es immer : Der Aktivierungscode sei ungültig. Kann mich nicht einloggen. ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016012563000018; ;Fehler in der App;hep;Bitte überprüfen Sie ob sich der Fehler reproduzieren lässt. Beschreiben Sie dann bitte die letzten Aktionen die Sie vor dem Absturz getätigt haben.;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016012263000032; ;Fehler in der App;hep;Die App ist übrigens immer noch extrem langsam. Aufstarten der App Anmelden Coupon einlösen Fehlerbericht senden usw. - alles dauert unendlich lange ... ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016012263000023; ;Anmeldung / Aktivierung;hep;"Nochmals dasselbe mit diesem Code: fjeqcbelpzrq. Nun \""Interner Fehler auf dem Lizenzserver\"". Ich geb\"; ; 
2016012263000014; ;Anmeldung / Aktivierung;hep;"Einlösung des Aktivierungscodes hat nicht geklappt. Zuerst kam \""Netzwerk-/Verbindungsproblem\"" nun ist der Coupon nicht mehr gültig. ";closed successful;Mac: Access Denied -> Cookies Virenscanner
2016012063000045; ;Anmeldung / Aktivierung;VELEDES;Falls Sie ein Problem mit der Anmeldung oder dem Aktivierungs-Code haben beschreiben Sie bitte die Fehlermeldung und geben sie ihren Aktivierungs-Code an. Auf der Startseite sehe ich die Lehrmittel der Allgemeinen-/Speziellen Branchenkunde. Leider kann ich diese beide ebooks nicht installieren. Ich kann nur den Auszug öffnen. Anmelden ist auch nicht möglich auch nicht auf einem weiteren Gerät. Anmeldung / Aktivierung [Ticket#2016012063000018] von der letzten Support-Anfrage. Aktivierungscode: ym86-uyhw-qwrd Benutzername: Vielen Dank und freundliche Grüsse Daniel Steiner ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016012063000036; ;Problem auswählen;FHNW;ich sollte einen test machen weiss aber nicht wie so etwas funktioniert! ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016012063000027; ;Fehler in der App;BEOOK;Bitte überprüfen Sie ob sich der Fehler reproduzieren lässt. Beschreiben Sie dann bitte die letzten Aktionen die Sie vor dem Absturz getätigt haben.;closed successful;Anmeldung - Hinweise für Aktivierung
2016012063000018; ;Anmeldung / Aktivierung;BEOOK;"Falls Sie ein Problem mit der Anmeldung oder dem Aktivierungs-Code haben beschreiben Sie bitte die Fehlermeldung und geben sie ihren Aktivierungs-Code an. Daniel hat erfolgreich das e-book Allgemeinde Branchenkunde installieren können und damit gearbeitet. Leider hat es bei unserem PC die Festplatte \""gelüpft\"". Inzwischen ist eine neue installiert worden. Leider konnte er danach das E-Book nicht mehr installieren. Auch bei meinem Laptop ging es nicht. Gestern hatten wir von Frau Eisenhut Hilfe auch über Team Viewer. Leider konnte Frau Eisenhut uns auch nicht weiterhelfen. Daniel sollte sich für seinen Ü-Kurs dringend vorbereiten. Hoffentlich können Sie uns weiterhelfen. Hier Daniels Daten: Benutzername : ";;
2016011863000013; ;Anmeldung / Aktivierung;hep; Bei der Aktivierung des Geografiebuches Ausgabe 2013 akzeptiert es nicht den Aktivierungs-Code. Dazu kommt eine Meldung welche sagt dass der Code ungültig sei. Ausserdem habe ich es nur auf einem Gerät ausprobiert. Mein Code ist : bc9ad2b8a59d Bedanke mich jetzt schon auf Ihre Antwort Liebe Grüsse ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016011763000033; ;Problem auswählen;DIHK;startseite kommt dann lädts und darauf hängt sichs auf;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016011763000024; ;Anmeldung / Aktivierung;RICHM;Falls Sie ein Problem mit der Anmeldung oder dem Aktivierungs-Code haben beschreiben Sie bitte die Fehlermeldung und geben sie ihren Aktivierungs-Code an. Mir hat es die Beook App gelöscht. Darum habe ich es wieder neu heruntergeladen als ich mich dann aber wieder neu anmelden wollte stand dass schon 2 Registrierungen vorhanden sind somit konnte ich mich nicht mehr neu anmelden. Könnte ich einen neuen Aktivierungscode haben? Mein Aktivierungscode ist: b8z5-herv-yys0 ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016011463000011; ;Fehler in der App;DIHK;" beim Komplett-Löschen eines Textbandes im Portal stürzt die App ab. Pop-up mit Fehlermeldung erscheint: \""Die App wurde unvorhergesehen beendet ...\"" mit der Frage ob ich eine Fehlermeldung schicken möchte ... Grüße ";closed successful;Mac: Access Denied -> Cookies Virenscanner
2016011263000042; ;Anmeldung / Aktivierung;hep; ich muss die Aufgabe 7a / 7b im Arbeitsheft W&G1 lösen und direkt meinem Lehrer zusenden. Leider weiss ich nicht wie man in das Arbeitsheft kommt. Wie wechsle ich von den Grundlagen ins Arbeitsheft? Freundliche Grüsse ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016011263000024; ;Fehler in der App;hep;Bitte überprüfen Sie ob sich der Fehler reproduzieren lässt. Beschreiben Sie dann bitte die letzten Aktionen die Sie vor dem Absturz getätigt haben das programm meldet immer das ein unerwarteter fehler auftaucht es ist sehr mühsam weil es ca alle 2 minuten einmal auftaucht;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016011163000044; ;Anmeldung / Aktivierung;hep;Mein erworbenes Lehrmittel wurde soeben gelöscht ??;closed successful;Mac: Access Denied -> Cookies Virenscanner
2016011163000026; ;Fehler in der App;BEOOK;Gross-Klein Aufgabe gelöst in beook the book flow ebook geklscht und neu installiert Annotationen importiert ;closed successful;Anmeldung - Hinweise für Aktivierung
2016010863000041; ;Fehler in der App;hep;weiterer Versuch hoffentlich mit Log für alle Fälle;closed successful;Mac: Access Denied -> Cookies Virenscanner
