name;text
Passwort zurücksetzen ausgelöst;Wir haben Ihr Passwort zurückgesetzt. Sie haben eine E-Mail an die von Ihnen genannte Adresse erhalten.<br /><br />Öffnen Sie diese Email und klicken Sie auf den Link. Sie werden sodann auf unsere Webseite weitergeleitet, wo Sie ein neues Passwort setzen können.<br /><br />Sie können dies auch in der App selbst auslösen, indem Sie in der App im Portal (Haus-Symbol) oben rechts auf Ihren Benutzernamen klicken und dort im Anmelden-Dialog Ihre E-Mail Adresse eingeben und auf «Passwort vergessen» klicken. Sollten Sie bereits angemeldet sein, dann klicken Sie zuerst auf Abmelden.<br /><br />Danach geben Sie dieses neue Passwort im Anmelden-Dialog in der App ein und Ihre ebooks sind wieder freigeschaltet.<br /><br />Falls Sie die Email nicht erhalten, so prüfen Sie bitte in Ihrem Spam-Ordner ob diese dort gelandet ist.
PHZH: Passwort wechseln;"Bei der PHZH ist der Passwort-Wechsel speziell. Sie benötigen hier zwei Konti, ein Konto der PHZH um die ebooks freizuschalten sowie fakultativ ein Konto in beook für die Verwendung der beook Cloud.<br /><br />Um das Passwort zu wechseln müssen Sie daher so vorgehen<ol>	<li>Melden Sie sich als erstes in der beook App ab, mittels Konto -&gt; Abmelden -&gt; Benutzer abmelden</li>	<li>Dann setzen Sie in Ihrem PHZH Konto ein neues Passwort</li>	<li>Nun gehen Sie in beook zu Anmelden, wählen als erstes Anmelden bei beook aus. Dort geben Sie die Email Adresse ein und klicken sodann untern auf den «Passwort vergessen» Link.</li>	<li>Jetzt erhalten Sie eine Email und können auch im beook Konto ein neues Passwort setzen.</li>	<li>Nun melden Sie sich zuerst in beook mit dem neuen beook Passwort an</li>	<li>Sodann auch noch mit dem PHZH Konto und Passwort</li></ol><br />Falls dies nicht funktioniert, so senden Sie bitte nochmals eine neue Support-Anfrage, damit wir die Protokolldatei ersehen können."
Problem behoben;Besten Dank für Ihren Hinweis. Wir konnten das Problem auf dem Server beheben. Die Plattform funktioniert nun wieder. Bitte starten Sie die dazu App neu.<br /><br />Sollten Sie weiterhin Probleme mit der App haben dann lassen Sie es uns bitte wissen. Senden Sie dazu eine neue Support-Anfrage, damit wir das Fehlerprotokoll untersuchen können.<br /><br />Wir entschuldigen uns nochmals für die Störung.
Problem behoben (FR);"Nous vous remercions de votre référence. Nous pourrions résoudre le problème sur le serveur. La plate-forme fonctionne à nouveau. Redémarrez l'application s.v.p.<br /><br />Si vous continuez à avoir des problèmes avec l'application, faites-le nous savoir. Pour ce faire, envoyez une nouvelle demande de support pour que nous puissions examiner le journal des erreurs.<br /><br />Nous nous excusons pour les inconvénients.<br /><br />Meilleurs salutations<br />&nbsp;"
Produktekatalog auffrischen, Konto auffrischen;"<p>Wir haben einen Fehler in Ihrer App identifiziert. Bitte führen Sie die folgenden Schritte durch um das Problem zu beheben:</p><ol>	<li>Gehen Sie in das Portal (Haus-Symbol).</li>	<li>Dort klicken Sie auf ""Alle ebooks""</li>	<li>Sie sehen nun oben rechts ""Anbieter wählen"". Klicken Sie darauf</li>	<li>Wählen Sie nun den gewünschten Anbieter aus. Nun wird der Produktekatalog geladen, was ein paar Sekunden dauert.</li>	<li>Gehen Sie nun wieder zurück zu ""Meine ebooks""</li>	<li>Klicken Sie nun auf Ihren Benutzernamen oben rechts</li>	<li>Sie sehen einen grauen Pfeil. Klicken Sie darauf.</li></ol>Nun sollte Ihr Konto wieder aktualisiert sein und Sie können die fehlenden ebooks installieren.<br /><br />Wenn dies nicht zum Ziel führt so senden Sie bitte nochmals eine neue Support-Anfrage.<br /><br />Besten Dank.<br />&nbsp;"
RCP Mac: Altes macOS, Java dump;Ich vermute daher Sie verwenden eine sehr alte Mac OS X Version, die von der App nicht mehr unterstützt wird.<br /><br />Klicken Sie oben links auf das Apfel-Symbol. Dort sehen Sie Ihr installiertes Betriebssystem. Es müsste mindestens 10.8 sein, also Mountain Lion. Sie haben vermutlich noch 10.7, Lion oder noch älter.<br /><br />Damit Sie beook nutzen können müssen Sie Ihren Mac auf ein neueres Betriebssystem upgraden.<br /><br />Sie finden hier weitere Unterstützungen dazu oder wenden Sie sich an ein Fachgeschäft: https://www.apple.com/chde/macos/how-to-upgrade/
RCP Sprache einstellen;"Sie können die Sprache der App in den Einstellungen festlegen, unter Allgemein. Diese Einstellung bewirkt die Sprache der Texte der App. Die Inhalte der ebooks werden dabei nicht übersetzt, die sind mit dem ebook festgelegt.&nbsp;"
RCP Sprache festlegen (FR);Vous pouvez définir la langue de l'application dans les paramètres, sous Général. Ce paramètre permet de définir la langue des textes de l'application. Le contenu des ebooks ne sont pas traduits, ils sont fixés avec l'ebook.
RCP Windows Stifteingabe suboptimal;Besten Dank für Ihre Rückmeldung.<br /><br />Die beook App wird für Windows, Mac, Android (Smartphone und Tablet) und iOS (iPad, iPhone) entwickelt. Dabei hat jedes Betriebssystem eine unterschiedliche Bedienphilosophie. Wir versuchen dem Rechnung zu tragen, wollen aber auch eine möglichst einheitliche Benutzeroberfläche von beook erzielen, damit gerade in Klassen mit frei wählbarer Hardware alle eine ähnliche Darstellung entsteht.<br /><br />Die Windows Version von beook wurde für das Windows Desktop-Betriebssystem entwickelt. Die Stifteingabe funktioniert zwar, doch sie wurde bei Windows erst nachträglich hinzugefügt und wird auf der verschiedensten Hardware auch sehr unterschiedlich umgesetzt. So gibt es Windows-Geräte die recht gut funktionieren, andere eher rucklig. Es gibt unter Windows und teilweise den Herstellerspezifischen Zusätzen mehrere Einstellmöglichkeiten, wie der Stift funktionieren soll. Vielleicht finden Sie damit eine Verbesserung auf Ihrem Gerät.<p>Alternativ funktioniert die Tastatureingabe und Maus-/Trackpadeingabe sehr gut.<br /><br />Ich hoffe dies gibt Ihnen ein besseres Verständnis.</p>
RCP Windows: Rechtsklick und Doppelklick funktionieren nicht;"Besten Dank für Ihre Support-Anfrage.<br /><br />Microsoft Windows hat erneut im Mai/Juni 2018 mit einem Betriebssystem-Update einen Fehler ins System eingebracht. Dieser führt dazu, dass der Rechtsklick auf Bilder und Text wie auch der Doppelklick auf Bildern zum Öffnen in Vorschau/Editor nicht mehr funktionieren.<br /><br />Mit dem neusten Windows-Update vom Juli wurde dieses Problem wieder behoben. Führen Sie deshalb die neusten Windows-Betriebssystem-Updates aus und starten Sie danach das Gerät und beook erneut. Es kann sein dass Sie Ihren PC nochmals neu booten müssen und erneut auf Windows Updates prüfen müssen, da gewisse Updates inkrementell erscheinen. Wichtig ist auch nach dem Update nochmals zu booten.<br /><br />Eine praktische Anleitung zum Update für Ihr Windows finden Sie hier:<br /><a href=""http://praxistipps.chip.de/windows-updates-installieren_29639"">http://praxistipps.chip.de/windows-updates-installieren_29639</a>"
RCP: App mehrfach gestartet;Besten Dank für Ihre Support-Anfrage.<br /><br />Wir haben in der Protokoll-Datei gesehen, dass Sie die App mehrfach gestartet haben. Dadurch funktioniert sie nicht mehr korrekt und es können beispielsweise keine Textstellen mehr markiert werden.<br />Bitte schliessen Sie alle geöffneten Apps (mittels dem Task-Manager) und warten Sie nach dem Start bis die App komplett gestartet ist. Dies kann insbesondere nach einer Aktualisierung einen Moment dauern.<br /><br />Falls Sie nicht wissen wie man im Task-Manager die geöffneten Apps schliesst, so starten Sie am Besten nochmals den Rechner neu.<br /><br />Sollten Sie trotzdem weiter Probleme mit der App haben, dann senden Sie bitte nochmals eine neue Support-Anfrage unter Hilfe.
RCP: Datenbank löschen für schnelleres Aufstarten;"Um ein schnelleres Aufstarten zu ermöglichen, ist es einen Versuch wert, Ihre Datenbank zu bereinigen.<br /><br />Bitte befolgen Sie diese Schritte exakt wie folgt<ol>	<li>Machen Sie zuerst einen Backup Ihrer Datenbank. Falls etwas schief läuft können Sie so den jetzigen Stand jederzeit wiederherstellen:	<ol>		<li>Gehen Sie in die ""Einstellungen"" der App</li>		<li>Gehen Sie zu ""Arbeitsverzeichnis | Backup""</li>		<li>Klicken Sie bei ""Exportieren / Backup"" auf [Extern Öffnen].</li>		<li>Im nun geöffneten Explorer/Finder-Fenster finden Sie einen Ordner ""data"" und darin eine Datei mit der Endung "".sqlite"". Diese Datei enthält die Datenbank.</li>		<li>Kopieren Sie diese Datei an einen beliebigen neuen Ordner, z.B. auf Ihrem Desktop. Diese Kopie dient als Backup.</li>	</ol>	</li>	<li>Schliessen Sie die App.</li>	<li>Nun können Sie die&nbsp;Datenbank löschen, damit diese mit dem nächsten Neustart der App wieder korrekt initialisiert wird:	<ol>		<li>Löschen Sie die oben bereits erwähnte Datenbank-Datei mit der Endung "".sqlite"" im ""data"" Ordner.</li>		<li>Starten Sie nun die&nbsp;App wieder</li>		<li>Sie können&nbsp;jetzt alle Ihre lizenzierten ebooks neu installieren. Es genügt dazu ein Klick auf ""Alle installieren"". Dabei werden auch Ihre Annotationen wieder geladen, die zuvor exportiert wurden.</li>	</ol>	</li></ol><br />Damit sollten Sie wieder eine performante Installation haben. Sollten Sie Fragen haben so können Sie auf diese E-Mail antworten. Wir wären auch froh um eine Rückmeldung ob es so geklappt hat."
RCP: Datenbank mit inkonsistenten Inhalten, manuell löschen;"Wir haben Ihre Support-Anfrage analysiert. Es liegt eine Inkonsistenz in Ihrer Datenbank vor, welche Sie bitte wie folgt bereinigen müssen. Dies stammt vermutlich von einer älteren Version der App und macht nun die von Ihnen gemeldeten Probleme.<br /><br />Bitte befolgen Sie diese Schritte exakt wie folgt<ol>	<li>Machen Sie zuerst einen Backup Ihres Arbeitsverzeichnisses der App. Falls etwas schief läuft können Sie so den jetzigen Stand wiederherstellen	<ol>		<li>Gehen Sie in die ""Einstellungen"" der App</li>		<li>Gehen Sie zu ""Arbeitsverzeichnis | Backup""</li>		<li>Klicken Sie bei ""Exportieren / Backup"" auf [Browse] und wählen Sie einen beliebigen neuen Ordner, z.B. Backup-App auf Ihrem Desktop</li>		<li>Klicken Sie nun auf [Exportieren / Backup]</li>	</ol>	</li>	<li>Löschen Sie nun alle Ihre installierten ebooks	<ol>		<li>Gehen Sie in das Portal der App, via Haus-Symbol in der Seitenleiste</li>		<li>Selektieren Sie in der Liste alle ebooks</li>		<li>Klicken Sie auf [Löschen]</li>		<li>Nun werden alle ebooks gelöscht. Dabei werden zuvor ihre Annotationen (Markierungen, Notizen, Aufgaben etc) in ein Verzeichnis ausserhalb der Datenbank im Arbeitsverzeichnis exportiert, damit Sie nach dem Löschen der Datenbank wieder importiert werden können.</li>	</ol>	</li>	<li>Nun müssen Sie die beschädigte Datenbank löschen, damit diese mit dem nächsten Neustart der App wieder korrekt initialisiert wird	<ol>		<li>Öffnen Sie das Arbeitsverzeichnis der App.</li>		<li>Gehen Sie dazu nochmals in die ""Einstellungen"" der App und dort wieder zu ""Arbeitsverzeichnis | Backup""</li>		<li>Hier finden Sie in der dritten Zeile einen Knopf [Extern öffnen]. Klicken Sie darauf. Es öffnet sich nun der Ordner des Arbeitsverzeichnisses.</li>		<li>Schliessen Sie die App bevor Sie die Datenbank löschen</li>		<li>Im Arbeitsverzeichnis finden Sie einen Ordner <strong>data</strong>. Darin befindet sich die Datenbank der App. Löschen Sie diesen Ordner.</li>	</ol>	</li>	<li>Starten Sie nun die App wieder</li>	<li>Sie können jetzt alle Ihre lizenzierten ebooks neu installieren. Es genügt dazu ein Klick auf ""Alle installieren"". Dabei werden auch Ihre Annotationen wieder geladen, die zuvor exportiert wurden.</li></ol><br />Damit sollten Sie wieder eine korrekte Installation haben. Sollten Sie Fragen haben so können Sie auf dieses Email antworten. Wir wären auch froh um eine Rückmeldung ob es so geklappt hat.<br /><br />Falls Sie mit mehreren Windows/Mac Geräten arbeiten und auch dort Synchronisationsprobleme haben, dann führen Sie bitte diese Aktion auch dort aus.<br /><br />Hinweis: Bereits verloren gegangene Annotationen werden damit möglicherweise nicht wiederhergestellt.<br /><br />Sollten Sie nach diesen Anweisungen immer noch Probleme haben, so senden Sie bitte nochmals eine neue Support-Anfrage aus der App, damit wir die neu übermittelte Log-Datei untersuchen können.<br /><br />Wir entschuldigen uns für die Unannehmlichkeiten und danke für Ihre Unterstützung.<br />&nbsp;"
RCP: Diagnose durchführen;"In der App gibt es eine Diagnose-Funktion, welche Ihnen genauere Informationen zum aktuellen Problem geben kann.<br /><br />Führen Sie bitte diese Diagnose-Funktion in der App aus.&nbsp;Diese finden Sie in der Menü-Leiste unter «Hilfe» &gt; «Diagnose».<br /><br />Es wird Ihnen ein Popup mit der entsprechenden Übersicht von technischen Prüfungen und deren Resultaten angezeigt. Folgen Sie bitte den Anweisungen und versuchen Sie erneut ob das Problem behoben ist. Sie können diese Diagnose mehrmals ausführen und den Fortschritt überprüfen.<br /><br />Falls Sie das Problem nicht lösen können, dann senden Sie bitte eine (neue) Support-Anfrage an uns. Diese finden Sie unter «Hilfe» - «Support-Anfrage senden». Mit der Support-Anfrage werden die Diagnose-Informationen an uns übermittelt und wir können diese sodann auswerten und Ihnen weiter helfen.<br /><br />Wenn ich nichts mehr von Ihnen höre gehe ich davon aus dass Sie das Problem mit der Diagnose-Information selbst lösen konnten.<br />&nbsp;"
RCP: Diagnose durchführen (FR);"Dans l'application il y a une fonction de diagnostic qui peut vous donner des informations plus détaillées sur le problème actuel.<br /><br />Veuillez exécuter cette fonction de diagnostic dans l'application. Vous pouvez les trouver dans la barre de menu sous ""Aide"" &gt; ""Diagnostic"".<br /><br />Le système affiche une boîte de dialogue avec la synthèse correspondante des contrôles techniques et leurs résultats. Suivez les instructions et essayez de nouveau pour voir si le problème est résolu. Vous pouvez exécuter ce diagnostic plusieurs fois et vérifier l'état d'avancement.<br /><br />Si vous ne parvenez pas à résoudre le problème, veuillez nous envoyer une (nouvelle) demande d'assistance. Vous les trouverez sous ""Aide"" - ""Envoyer une demande d'assistance"". Avec la demande de support, l'information diagnostique nous est transmise et nous pouvons l'évaluer et vous aider.<br /><br />Si je n'ai plus de nouvelles de votre part, je suppose que vous avez été en mesure de résoudre le problème avec l'information diagnostique vous-même.<br />&nbsp;"
RCP: Direct2d, Grafikkarte, Vektoren;"Das Problem von unvollständig dargestellten Abbildungen könnte im Zusammenhang mit der Grafikkarte Ihres Rechners stehen. Wenn diese zuwenig Speicher hat kann sie möglicherweise die komplexen Vektorbilder nicht mit der Hardwarebeschleunigung darstellen.<br /><br />Als Lösung können Sie die Hardwarebeschleunigung mittels einer Konfiguration ausschalten. Diese betrifft nur die App und hat keinen Einfluss auf andere Programme auf Ihrem Rechner.<br /><br />Gehen Sie bitte wie folgt vor:<ol>	<li>Öffnen Sie den Ordner C:\Users\{username}\AppData\Roaming\Mozilla\eclipse, ersetzen Sie dabei {username} mit Ihrem Benuternamen. Achtung, AppDate ist ein geschützter Ordner, der möglicherweise versteckt ist.</li>	<li>In diesem Ordner gibt es eine Datei namens «userprefs.js». Öffnen Sie diese mit einem Texteditor oder erstellen Sie diese neu, falls sie noch nicht vorhanden ist.</li>	<li>Fügen Sie diese Zeile ans Ende der Datei:<br />	<br />	pref(""gfx.direct2d.disabled"", true);<br />	&nbsp;</li>	<li>Schliessen Sie die Datei und starten Sie die App neu.</li></ol><br />Sollte das Problem damit nicht behoben sein, so kontaktieren Sie uns bitte wieder.<br />&nbsp;"
RCP: Dropbox - ebookAktualisierung - Datenverlust;"Danke für Ihre Support-Anfrage. Wir haben das Problem analysiert und den Fehler gefunden.<br />Es gab ein Fehler in der Mac/PC-Version in Kombination mit der Nutzung der Dropbox Cloud und einer Aktualisierung eines ebooks.<br />Leider wurden bei&nbsp;diesem Vorgang die persönlichen Daten aus dem ebook gelöscht. Falls Sie einen Backup der Datenbank haben, wäre es möglich die Daten wieder herzustellen. Holen Sie dazu aus ihrem Backup zum Zeitpunkt vor der Aktualisierung den Ordner C:\Benutzer\&lt;ihr Benutzername&gt;\AppData\Roaming\beook hervor. Schliessen Sie zuvor die App. Nach dem Neustart finden Sie wieder alle Daten in beook.<br /><br />Wir empfehlen Ihnen bis zur Veröffentlichung der nächsten Version die beook Cloud zu aktivieren, damit ihre Daten auf der Cloud gesichert werden. Mehr Infos zur beook Cloud finden Sie auf unserer Website <a href=""http://beook.ch/cms/tiki-index.php?page=beook+Cloud&amp;structure=Cloud"">beook.ch</a>.<br /><br />Wir entschuldigen uns für die Unannehmlichkeiten und beheben den Fehler schnellst möglich."
RCP: Fehlerhafte Installation -> Neu installieren;"Besten Dank für Ihre Support-Anfrage.<br /><br />Die Analyse der Log-Datei zeigte dass die Software einige fehlende Komponenten hat. Dies kann durch eine unvollständige Aktualisierung der App oder auch durch ein irrtümlichen Löschen von Teilen der App durch einen Virenscanner erfolgt sein. Bitte installieren sie die neueste Version der App nochmals indem Sie das Installationsprogramm von der Webseite herunterladen.<br /><br />Sie können in den selben Ordner wie zuvor installieren. Ihre Daten bleiben erhalten, da sie sich nicht im Programmordner befinden.<br /><br />Sollte dies nicht zum Ziel führen so senden Sie bitte nochmals eine Support-Anfrage damit wir die neue Log-Datei untersuchen können.<br /><br />Besten Dank.<br /><br />&nbsp;"
RCP: Inkscape Textfelder;"Besten Dank für Ihren Bericht. Vermutlich haben Sie die Textfelder ""falsch"" erstellt. Inkscape hat zwei Feldtypen, wobei einer nicht SVG-konform ist.<br /><br />Wir haben dies in unserem beook wiki dokumentiert. Sie finden die Anleitung dazu hier:<br /><br />https://beook.ch/cms/tiki-index.php?page=Einf%C3%BCgen+von+Text+in+externem+SVG-Programm&nbsp;<br /><br />Sollte diese Problemlösung nicht weiterhelfen, dann melden Sie sich bitte wieder."
Rechnung bezahlt, Coupon erneut einlösen;"Vielen Dank zur Begleichung der offenen Rechnung.<br /><br />Ihr Aktivierungscode wurde wieder aktiviert und Sie können diesen in der App erneut einlösen. Gehen Sie dazu in das Portal (Haus-Symbol) und scrollen Sie ganz nach unten. Dort finden Sie ein Eingabefeld für den Aktivierungscode (Coupon-Code). Danach sind ihre erworbenen ebooks wieder freigeschaltet.<br /><br />Ihr Code lautet: xxx<br />&nbsp;"
Recovery Manager;"Wir sind sehr bemüht dass es zu keinen Datenverlusten in der App kommt. Unter gewissen Umständen kann es jedoch trotzdem zu einzelnen Problemen führen. Die Daten könnten mangels Internet oder einem gültigen Login nicht mit der Cloud synchronisiert werden. Bei der Aktualisierung der Lehrmittel kann es zu nicht zuordenbaren Abschnitten kommen.<br /><br />Wir haben zu diesem Zweck verschiedene Massnahmen getroffen damit Sie Ihre Daten wieder herstellen können.<br /><br />1. Prüfen Sie, ob die Notizen und Markierungen möglicherweise nicht angezeigt, aber dennnoch vorhanden sind, indem Sie in die Notizenspalte wechseln<br />2. Verwenden Sie den Wiederherstellungs-Assistenten. Sie finden <a href=""https://beook.ch/cms/tiki-index.php?page=Recovery%20Manager%20%E2%80%93%20Wiederherstellung"">hier</a> eine Dokumentation dazu.<br /><br /><br />Wir empfehlen auch eine regelmässige Sicherung Ihres Computers, insbesondere des Arbeitsverzeichnisses der App. Mehr dazu lesen Sie <a href=""https://beook.ch/cms/tiki-index.php?page=Backup+der+Daten"">hier</a>.<br /><br />Wir hoffen Ihnen mit diesen Angaben weiter zu helfen.<br />&nbsp;"
Recovery Manager (FR);"Nous sommes très soucieux de nous assurer qu'il n' y a pas de perte de données dans l'application. Toutefois, dans certaines circonstances, elle peut encore entraîner des problèmes individuels. Les données n'ont pas pu être synchronisées avec le nuage en raison du manque d'Internet ou d'une connexion valide. La mise à jour du matériel didactique peut entraîner l'absence de sections allouées.<br /><br />Nous avons pris diverses mesures pour vous aider à récupérer vos données.<ol>	<li>Vérifiez si les notes et les marques ne peuvent pas être affichées, mais sont toujours présentes en passant à la colonne Notes.</li>	<li>Utilisez l'assistant de récupération. Vous trouverez <a href=""http://beook.ch/cms/tiki-index.php?page=Recovery%2BManager%2B%25E2%2580%2593%2BR%25C3%25A9cuperation"">ici</a> une documentation.</li></ol><br />Nous vous recommandons également de sauvegarder votre ordinateur régulièrement, en particulier le répertoire de travail de l'application. Pour en savoir plus, cliquez <a href=""http://beook.ch/cms/tiki-index.php?page=Sauvegarde"">ici</a>.<br /><br />Nous espérons vous aider avec cette information."
Recovery Manager - EN;"We are very anxious to make sure that there is no loss of data in the app. However, under certain circumstances it can still lead to individual problems. The data were not able to be synchronized with the cloud due to lack of Internet or valid login. Updating the teaching materials may result in unallocated sections.<br /><br />We have taken various measures to help you recover your data.<ol>	<li>Check whether the notes and marks may not be displayed, but are still present by switching to the notes column.</li>	<li>Use the Recovery Wizard. <a href=""https://beook.ch/cms/tiki-index.php?page=Recovery+Manager"">Here</a> you will find a documentation.</li></ol>We also recommend that you back up your computer regularly, especially the working directory of the app. Read more about this <a href=""https://beook.ch/cms/tiki-index.php?page=Data%2Bbackup"">here</a>.<br /><br />We hope to help you with this information."
Reproduzierbares Verfahren, Mehr Informationen;"Wir haben Ihre Support-Anfrage erhalten, besten Dank. Damit wir das Problem besser eingrenzen können bitten wir Sie um Ihre Mithilfe.<br /><br />Wann tritt der Fehler auf? Ist dies ein neues Problem seit kurzem oder schon länger. Falls Sie kürzlich die App aktualisiert haben, gibt es den Fehler erst seit der neuen Version?<br /><br />Können Sie das Problem mit einer bestimmten Stelle im ebook in Verbindung bringen? Oder erfolgt das Problem bei allen Inhalten gleich?<br /><br />Falls es mit dem Speichern der Inhalte zusammenhängt, geschieht dies für alle Inhalte oder nur diejenigen welche Sie als letztes bearbeitet haben.<br /><br />Bitte versuchen Sie die obigen Fragen möglichst genau zu beantworten und verfahren Sie wie folgt:<ol>	<li>Dokumentieren Sie bitte das Problem, indem Sie Bildschirm-Fotos erstellen, die den Zustand vor und nach dem Problem zeigen.</li>	<li>Notieren Sie die Zeit wann Sie jeweils die Screenshots erstellt haben.</li>	<li>Senden Sie danach bitte noch einmal eine neue Supportanfrage (so erhalten wir eine neue Protokoll-Datei). Sie können im Text auf diese Ticket-Nummer verweisen, indem Sie einfach die Nummer hineinkopieren</li>	<li>Sie erhalten danach eine Bestätigungsmeldung</li>	<li>Antworten Sie nun auf diese Meldung und senden uns bitte die zuvor erstellten Screenshots, jeweils mit der Angabe um welche Zeit Sie diese erstellt haben.</li></ol>So können wir versuchen das Problem zu analysieren und Ihnen eine Lösung zu bieten.<br /><br />Besten Dank."
Reproduzierbares Verfahren, Mehr Informationen FR;"Bonjour<br /><br />Nous avons reçu votre demande de soutien, merci beaucoup. Afin de mieux limiter le problème, nous vous demandons votre aide.<br /><br />Quand l'erreur se produit-elle ? S'agit-il d'un problème nouveau pour une courte ou une longue période ? Si vous avez récemment mis à jour l'application, le bogue n'existe-t-il que depuis la nouvelle version ?<br /><br />Pouvez-vous relier le problème à un emplacement spécifique dans l'ebook ? Ou le problème est-il le même pour tous les contenus ?<br /><br />S'il s'agit de sauvegarder le contenu, il sera fait pour tout le contenu ou seulement pour ceux que vous avez édité en dernier.<br /><br />Veuillez essayer de répondre aux questions ci-dessus aussi précisément que possible et procéder comme suit :<ol>	<li>Veuillez documenter le problème en créant des captures d'écran qui montrent l'état avant et après le problème.</li>	<li>Notez l'heure à laquelle vous avez pris les captures d'écran.</li>	<li>Veuillez nous envoyer une nouvelle demande de support (afin que nous recevions un nouveau fichier de protocole). Vous pouvez faire référence à ce numéro de ticket dans le texte en copiant simplement le numéro dans le texte.</li>	<li>Vous recevrez alors un message de confirmation.</li>	<li>Veuillez répondre à ce message et nous envoyer les captures d'écran précédemment créées, en indiquant l'heure à laquelle vous les avez créées.</li></ol><br />Nous pouvons donc essayer d'analyser le problème et vous proposer une solution.<br /><br />Je vous remercie beaucoup."
RICHM - beook IDP fehlt, Konto neu angelegt;"Besten Dank für die Supportanfrage.<br /><br />Bei dem Erstellen Ihres Benutzeraccounts ist etwas schief gelaufen. Ich musste Ihren Account neu aufsetzen. Sie können sich mit folgenden Daten bei beook einloggen:<br /><br />Benutzername:<br />Passwort:<br /><br />Um das Passwort anschliessend anzupassen benutzen Sie die ""Passwort vergessen"" Funktion.<br /><br />Sobald Sie sich mit den Daten eingeloggt haben, müssen Sie sich noch mit dem bekannten Richmont-Login einloggen. Anschliessend sollten Sie Ihre Lizenzen erhalten und die Bücher herunterladen können."
RICHM:  Login --> Veledes Aktivierungscode;"Wir haben festgestellt, dass Sie versucht haben, den Aktivierungscode für das Veledes-Produkt mit Ihrem Richmont-Accout einzulösen. Ihr Richmont-Account kann nur entsprechende ebooks freischalten.<br /><br />Sie&nbsp;benötigen also zusätzlich ein beook-Account mit einer E-Mail-Adresse (Benutzername) und einem Passwort. Diese können Sie direkt in der beook App erstellen. Damit können&nbsp;Sie den neuen Aktivierungscode erfolgreich einlösen.<br /><br />Bei weiteren&nbsp;Fragen können Sie jederzeit weitere Support-Anfragen erstellen.<br /><br />&nbsp;"
RICHM: Anleitung Anmeldung;Besten Dank für Ihre Support-Anfrage. Wir vermuten dass bei der Erstellung des Kontos etwas schief gelaufen ist. Es braucht dazu zwei Schritte, die in der richtigen Reihenfolge gemacht werden müssen.<br /><br />Sie finden eine detaillierte Anleitung unter diesem Link auf der Webseite von Richemont:<br /><br />https://www.richemont.online/richemont/nuetzliche-links/anleitung-e-bookse-paper/<br /><br />Wir haben das bereits erstellte beook Konto wieder entfernt, so dass Sie genau nach dieser Anleitung vorgehen können. Wir empfehlen zuerst das beook Konto zu erstellen, damit Sie auch von der Cloud profitieren können. Diese ist kostenlos. Als zweiten Schritt melden Sie sich mit dem schon bestehenden Richemont-Login an. Wichtig. Sie müssen sodann die Lizenzen auffrischen, wie beschrieben in der Anleitung, bevor Sie die ebooks installieren können.<br /><br />Falls Sie weitere Fragen oder Probleme haben, dann senden Sie am Besten wieder eine neue Support-Anfrage aus der App, damit wir allfällige Probleme in der Protokolldatei ersehen können.
