ticket,type,client,issuer,inquiry,state,meta,answer
2018110863000090,Geräteanzahl überschritten,Swissmem,3,ich brauche die ebooks auf diesem gerät. 2. mit ihrer anfrage senden sie eine logdatei die neben einem fehlerprotokoll auch daten über ihr gerät enthält.,closed_max_devices,App: Swissmem eBOOK 5.4.6 | Model: 12 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-11-08 13:23:18 MEZ | Last install: | Application starts: 1 | Unique Device : c1751cc3f35dba145efa98fd49852697 | ,Benutzername angepasst
2018110863000110,Geräteanzahlüberschritten,AGVS,3,gutentag ichhabedieebooksnuraufmeinemlaptopinstalliert.jetztwürdeichsiegerneaufmeinemipadinstallierendochesheisstichhättediegeräteanzahlüberschritten.könnensiemirweiterhelfen? freundlichegrüsse rubenstraub,closed_waiting_for_reply,Useraccountexists:Yes||App:beookv5.4.6|Jailbroken:No|Model:iPad|Platform:iPad75|SystemName:iOS|SystemVersion:12.0.1|Firstinstall:2018-10-0319:40:24MESZ|Applicationstarts:2|UniqueDevice:7cbacc4c7322e9b21c2f8c4248e49f39|UIType:Extended|,beook RCP: Workspace löschen
2018110963000020,Fehler in der App,hep,3,guten morgen. ich danke ihnen für die antwort von gestern. heute morgen habe ich den vorkenntnistest im buch „vitalzeichen“ versucht zu machen. aber die lösungen in den fragen 9.111213 ff erscheinen nicht. das problem ist weiterhin vorhanden. die lückentexte haben funktioniert. aber die textantworten werden nicht angezeigt. liebe grüsse isabelle voirol,closed_waiting_for_reply,App: eLehrmittel 5.4.6 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.11.6 | First install: 2018-09-20 22:05:26 MESZ | Last install: 2018-10-18 21:07:23 MESZ | Application starts: 12 | Unique Device : e8fd5a5175983c6059f81518d9395aa2 | ,"Anderer Anbieter, falsches Login"
2018110963000030,Fehler in der App,Swissmem,3,möchten sie mehr? sie haben nun die beschränkte anzahl seiten welche ihnen mit diesem ebook kostenlos zur verfügung stehen aufgerufen. sie können diese seiten zum testen der app und dem ebook weiterhin nutzen. für die uneingeschränkte nutzung des ebooks können sie dieses beim verlag swissmem berufsbildung erwerben und anschliessend in dieser app mit dem erhaltenen aktivierungscode freischalten. ich habe das konstrukteur lehrgang 1 erworben und jetzt kommt diese meldung.,closed successful,App: Swissmem eBOOK 5.4.6 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-13 19:29:17 MESZ | Last install: 2018-10-15 09:27:17 MESZ | Application starts: 79 | Unique Device : b2737b271d1d75fe33e344ca631907f7 | ,Auszugsmodus nach iOS Update
2018110963000050,Fehler in der App,hep,3,ich habe letzte woche die hep app geöffnet und einen text verfasst n den tagen dazwischen habe ich die hep app nicht mehr benutzt leider ist diesen freitag der text nicht mehr vorhanden was habe ich falsch gemacht? danke für die antwort,closed_waiting_for_reply,App: eLehrmittel 5.4.3 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-31 11:30:23 MESZ | Last install: | Application starts: 14 | Unique Device : a31d15a6099643b45b4c6f48eca08df2 | ,beook RCP: Workspace löschen
2018110963000070,Anmeldung / Aktivierung,Swissmem,3,nach der erneuten installation von swissmem und der aktivierung des codes für die beiden bücher topdesign und normen auszug kann der normen auszug nicht aktiviert werden. ich wäre sehr dankbar wenn ich so schnell wie möglich eine antwort erhalten würde. mit freundlichen grüßen lazar jovanovic,closed_waiting_for_reply,App: Swissmem eBOOK 5.4.6 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-09-14 09:29:27 MESZ | Last install: 2018-09-28 09:36:48 MESZ | Application starts: 7 | Unique Device : ea41ee8e48cc1adaf7193057429c214a | ,Benutzername angepasst
2018110963000120,Geräteanzahlüberschritten,BEOOK,3,gutentag ichhabenunaufeinneuesipadgewechseltundnunwirdmirangezeigtdasichdiegeräteanzahlüberschrittenhabe...könnensiemirbeidiesemproblembehilflichsein freundlichegrüsse cyrilbosshard,closed_waiting_for_reply,Useraccountexists:Yes||App:beookv5.4.6|Jailbroken:No|Model:iPad|Platform:iPad81|SystemName:iOS|SystemVersion:12.1|Firstinstall:2018-11-0816:47:15MEZ|Applicationstarts:0|UniqueDevice:09e1fb83c0cd4f7469b9cce7f2c5c1dc|UIType:Extended|,beook RCP: Workspace löschen
2018111163000010,Fehler in der App,PHZH,3,die app hat eine schwäche wenn es darum geht videos abzuspielen. die herunterladbaren lassen sich nun zwar in einem externen player abspielen. aber die mit fragen unterbrochenen funktionieren nicht. hier wird nur angezeigt: http error 404 problem accessing /bundle/resourcesynch/lp21/phzh-lp-005/h5p/100038/index.html. reason: not found powered by jetty:// 9.4.5.v20170502 der computer ist aber mit dem internet verbunden. vielleicht liegt es am ort? lima peru. ich hoffe das sich diese problem bald lösen lässt es nervt ein bisschen wenn man die videos nicht anschauen kann. freundliche grüsse,closed_waiting_for_reply,App: beook 5.4.8 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-09-23 20:13:33 GMT-04:00 | Last install: 2018-11-11 15:43:13 GMT-05:00 | Application starts: 14 | Unique Device : f7a761abd7b3bf48751d9d5594e9dc30 | ,Benutzername angepasst
2018111263000030,Geräteanzahl überschritten,DIHK,3,guten tag nach soeben erfolgter telef. absprache mit frau vohwinkel von der dihk bitte ich um umgehende erhöhung der für mich zugelassenen geräte zur nutzung der app. ich produziere derzeit einen imagefilm über und für die app und benötige die app für dreharbeiten dringend auf mehreren geräten. bei rückfragen erreichen sie mich unter 01775998893. bitte schalten sie alle auf mich lizensierten textbände für 10 geräte frei. damit sollte alles funktionieren! vielen dank! beste grüße robert wiezorek,closed successful,App: IHK lernen mobil 5.2.0 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.13.6 | First install: 2018-10-31 16:23:29 MEZ | Last install: | Application starts: 20 | Unique Device : 40c23b42dd8148ec8c8bf1ab87236b85 | ,Benutzername angepasst
2018111263000070,Anmeldung / Aktivierung,AGVS,3,guten tag ich bin in der schule bbb baden bei herr sasse. eigentlich sollte ich zugriff auf alle bücher des automobilgewerbe habendoch dies ist nicht der fall. können sie mir bitte weiterhelfen. freundliche grüsse,closed successful,App: beook 5.4.7 | Model: 8 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.11.6 | First install: 2017-08-13 22:45:46 MESZ | Last install: 2018-11-05 20:04:28 MEZ | Application starts: 98 | Unique Device : c3837efe9d6b7f1b790e88d66be1ab71 | ,beook RCP: Workspace löschen
2018111363000100,Anmeldung / Aktivierung,Swissmem,3,wir möchten die liezens von herrn zanolari auf mich übertragen. grund: herr zanolari wird pangsioniert und ich werde in zukunft sein amt als berufsbildner weiterführen. könnten sie sein konto auf mich überschreiben? meine kontaktdaten: \xxx@xxx.xx tel direkt: 062 745 47 04 danke für ihre bemühungen und rasche erledigung. freundliche grüsse,closed successful,App: Swissmem eBOOK 5.4.6 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-12-01 07:57:53 MEZ | Last install: 2018-10-05 10:30:55 MESZ | Application starts: 200 | Unique Device : b2496e7a63cc1702bb3060b35a17a5b0 | ,Anmeldung mit falscher E-Mail
2018111363000120,Fehler in der App,SVBA,3,ich habe ihnen schon vor einiger zeit geschrieben dass bei mir im beook überhaupt keine bilder angezeigt werden. ich habe das beook schon mehrmals neu installiert und die aktualisiert. leider besteht dieses problem weiterhin. ich wäre dankbar wenn sie sich schnellstmöglichst darum kümmern können denn ohne die bilder können die aufgaben nicht wirklich gelöst werden.,closed_waiting_for_reply,App: beook 5.4.8 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-13 11:12:51 MESZ | Last install: 2018-11-13 15:58:18 MEZ | Application starts: 35 | Unique Device : d69ffe07f28c8ab55cdfdd5e8cc33b2e | ,"App neu starten, Gerätezahl bei Subscription/Folgeauflage"
2018111363000150,Geräteanzahlüberschritten,DIHK,3,ichhableiderinletzterzeitzweimaldashandywechselnmüssen.aktuellbenötigeichdieappaufmeinemgalaxytablettundaufmeinemgalaxyj7 welchenummernbenötigensiezuridentifizierung? wievielegerätesinddennallgemeinmöglich?,closed_max_devices,App:IHKLernenmobil5.2.0|Model:8cores|Platform:armv8l|SystemName:Linux|SystemVersion:3.18.14-13709578|Firstinstall:2018-11-1316:10:28MEZ|Lastinstall:2018-11-1316:10:28MEZ|Applicationstarts:2|UniqueDevice:f74e0f5d6c6e4d57fc25c992edbdc37f|,beook RCP: Workspace löschen
2018111363000160,Fehler in der App,RICHM,3,sehr geehrte damen und herren ich habe mir ein neues ipad gekauft und habe erfolgreich meine richemonte fachblätter heruntergeladen. das fachbuch grundlagen kann ich jedoch nicht herunterladen da mir vom programm gemeldet wird das ich keine aktive internetverbindung habe dies stimmt jedoch nicht da ich ja vorher alle fachblätter installiert habe. was mache ich falsch ? mit freundlichen grüßen,closed_waiting_for_reply,User account exists: Yes | | App: beook v5.4.6 | Jailbroken: No | Model: iPad | Platform: iPad81 | System Name: iOS | System Version: 12.1 | First install: 2015-07-07 08:17:04 MESZ | Application starts: 4 | Unique Device : 36a90d69e7d7ce27ff8c5da5f367eca0 | UI Type: Extended | ,Anmeldung mit falscher E-Mail
2018111363000170,Anmeldung / Aktivierung,hep,3,ich kann das buch ‚vitalzeichen‘ nicht aktivieren. die app sagt mir das das der coupon-code nicht gültig ist. ich wäre froh wenn dieser fehler behoben werden könnte. coupon-code: 43c4d6f49fa4 mit freundichen grüssen,closed_waiting_for_reply,App: eLehrmittel 5.4.6 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.13.3 | First install: 2018-11-13 07:47:34 MEZ | Last install: | Application starts: 4 | Unique Device : 8ca9703510a9a60c76cb6038f518fad1 | ,Benutzername angepasst
2018111463000050,Fehler in der App,SVBA,3,bilder können nicht geöffnet werden weder mit doppelklick oder rechtsklick.,closed_waiting_for_reply,App: beook 5.4.8 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-23 09:59:11 MESZ | Last install: 2018-11-14 08:39:41 MEZ | Application starts: 125 | Unique Device : f5031a2fbb9acc9504afb02aea451a0b | ,Benutzername angepasst
2018111463000090,Fehler in der App,SVBA,3,wenn ich ein bild anklicke öffnet sich nicht das bearbeitungsfenster. was kann ich machen? alle updates sind auf dem aktuellen stand.,closed successful,App: beook 5.4.8 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-08 17:56:03 MESZ | Last install: 2018-11-14 08:27:33 MEZ | Application starts: 25 | Unique Device : 733be11e03c6520f029cddbfb5402b85 | ,Benutzername angepasst
2018111463000110,Fehler in der App,SVBA,3,wenn mann ein bild mit einem doppelklick in den bearbeitungsmodus öffnen will passiert nichts. die neusten updates wurden auch ausgeführt. vielleicht können sie mir einen tipp oder anders behilflich sein.,closed successful,App: beook 5.4.8 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-07-24 15:43:22 MESZ | Last install: 2018-11-14 08:28:40 MEZ | Application starts: 74 | Unique Device : ad63f8b5428a2300a3099dcbaa65ed9e | ,Benutzername angepasst
2018111463000120,Fehler in der App,SVBA,3,ich kann in keinem ebook die bilder öffen oder bearbeiten. doppelklick rechtsklick oder anderes funktioniert nicht.,closed successful,App: beook 5.4.8 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-04 09:24:47 MESZ | Last install: 2018-11-14 07:43:26 MEZ | Application starts: 41 | Unique Device : 083a03830117cb30ecae554ddbb3329f | ,Benutzername angepasst
2018111463000130,Fehler in der App,ELMZ,3," die version meines programms ist 5.0.5. ich kann das update nicht installieren es erscheint eine fehelermelung \""an error occured while uninstalling\"" ausserdem werden in meinem lehrmittel keine bilder mehr angezeigt. danke & freundliche grüsse ",closed_old_app_version,App: beook 5.0.5 | Model: 2 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-02-20 17:30:44 MEZ | Last install: 2018-10-24 10:50:00 MESZ | Application starts: 35 | Unique Device : b6aa70d12a9fdf3dc230696a0d44125f | ,"App unvollständig initialisiert, db und Catalog löschen"
2018111463000260,Geräteanzahl überschritten,SVBA,3,könten sie bitte das heft fr technische mathematik von diesem gerät löschen da ich es auf einem anderen gerät brauche und die geräteanzal überschritten ist.,closed_max_devices,App: beook 5.4.1 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-08 20:34:38 MESZ | Last install: 2018-08-11 22:21:45 MESZ | Application starts: 21 | Unique Device : 8b21f973cf586f4a27fb0e477ada47d4 | ,Benutzername angepasst
2018111463000270,Anmeldung / Aktivierung,DIHK,3,ich mache derzeit den wirtschaftsfachwirt online bei der ihk niederbayern lernwelt passau. können sie mir die textbände freischalten? meine daten: karl bieringer 03.10.1988 berger str. 14 94060 pocking,closed successful,App: IHK Lernen mobil 5.2.0 | Model: 8 cores | Platform: aarch64 | System Name: Linux | System Version: 4.1.18-g2f43a1b | First install: 2018-11-14 23:17:41 MEZ | Last install: 2018-11-14 23:17:41 MEZ | Application starts: 10 | Unique Device : d6fc7e2dec0cbf2f81b948a21f89386b | ,Benutzername angepasst
2018111563000050,Fehler in der App,SVBA,3,seite 563. mit dem öffnen von bildberatbeitungsprogramm verschwand der inhalt und somit war es nicht möglich diesen zu korriegieren. beim schliessen habe ich die änderungen übernommen und es löschte mir auf dem bild auch im beook den inhalt.,closed_waiting_for_reply,App: beook 5.4.8 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-04 23:00:34 MESZ | Last install: 2018-11-14 19:25:48 MEZ | Application starts: 121 | Unique Device : dce07ff1aafcaac93f225751c066e4dc | ,Benutzername angepasst
2018111563000090,Anmeldung / Aktivierung,hep,3,ich habe einen gültigen coupon code aber es lehnt den code immer wieder ab.,closed_app_misuse,App: eLehrmittel 5.4.6 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-10-27 17:53:44 MESZ | Last install: | Application starts: 3 | Unique Device : 131285c75c8ee69c0d8e064228ef980e | ,beook RCP: Workspace löschen
2018111563000110,Fehler in der App,hep,3,- td { border: none; padding: 10pt; } td.diagnosis-failure { background-color: #fbc6c6; } td.diagnosis-failure-noborder { background-color: #fdd; border-width: 0px; } td.diagnosis-success { background-color: #d0deaa; } p.busy { font-size: 2em; text-align: center; margin-top: 5em; color: red; } diagnose und fehlerbehebung 2018.11.15 15:02:06 proxy settings inaktiv ergebnisse | | verbindung zu google über http http://www.google.com | 0.180 secs | | | verbindung zu google über https https://www.google.com | 0.268 secs | | | verbindung zum lizenz-server https://license.hep-verlag.ch | 0.606 secs | | | verbindung vom asset-server download 5 mb | 1.109 secs | | | verbindung zur «hep cloud» cloud | 01 secs | |  | fehlermeldung | |  | vorgehen zur behebung - akzeptieren sie die nutzungsbedingungen für die app in den kontoeinstellungen. - schalten sie die cloud ein in den einstellungen zur cloud synchronisation. - achten sie auf eine internetverbindung. - schalten sie gegebenenfalls die cloud noch einmal aus und dann wieder ein. | | | produktekonfiguration prüfen | 01 secs | | | interne kommunikation | 07 secs | | | javascript aufrufe prüfen | 08 secs | | | datenbank prüfen | 0.141 secs | sollten sie die probleme nicht lösen können so senden sie eine support-anfrage unter «hilfe»,closed successful,App: eLehrmittel 5.4.0 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-23 11:19:52 MESZ | Last install: | Application starts: 7 | Unique Device : a4e2a36000ea8524e400119acc8ba165 | ,Benutzername angepasst
2018111563000120,Fehler in der App,RICHM,3,ich kann die einen fachblätter und das grundlagenbuch nicht installieren.,closed_waiting_for_reply,App: beook 5.4.8 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-09-17 22:08:44 MESZ | Last install: 2018-11-14 17:40:23 MEZ | Application starts: 20 | Unique Device : 0c05110d414b5a7da4d47e8ac3375765 | ,Anmeldung mit falscher E-Mail
2018111563000140,Fehler in der App,SVBA,3,"ich kann die bilder nicht öffnen es funktioniert kein editor es steht immer \""bitte warten\"" aber öffnen will es nicht.",closed successful,App: beook 4.4.1 | Model: 8 cores | Platform: x86 | System Name: Windows 8.1 | System Version: 6.3 | First install: 2016-08-23 23:52:18 MESZ | Last install: 2017-02-23 08:19:57 MEZ | Application starts: 49 | Unique Device : fe6f21ca6481801637033f54181999c1 | ,Benutzername angepasst
2018111563000160,Fehler in der App,SVBA,3,kann den ordner te technisches englisch nicht herunterladen.,closed successful,App: beook 4.4.1 | Model: 8 cores | Platform: x86 | System Name: Windows 8.1 | System Version: 6.3 | First install: 2016-08-23 23:52:18 MESZ | Last install: 2017-02-23 08:19:57 MEZ | Application starts: 49 | Unique Device : fe6f21ca6481801637033f54181999c1 | ,Benutzername angepasst
2018111663000030,Fehler in der App,hep,3,bei den verstanden fragen kann ich die lösungen nicht anschauen mein lehrer hat ein feld das er anklicken kann nur bei mir hat es das nicht.,closed successful,App: eLehrmittel 5.4.6 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-29 11:26:05 MESZ | Last install: 2018-11-09 16:26:14 MEZ | Application starts: 149 | Unique Device : d2c5e081419dcc5f0c385ef3df67bac2 | ,Benutzername angepasst
2018111663000040,Fehler in der App,hep,3,beim aktualisieren auf die neuste version sind meine lösungsvorschläge bei den verstanden fragen verschwunden. kann ich diese wieder bekommen oder sind diese in der neuen version nicht mehr vorhanden? ich würde mich über eine schnellst mögliche antwort freuen.,closed successful,App: eLehrmittel 5.4.6 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-11-16 08:14:36 MEZ | Last install: | Application starts: 2 | Unique Device : 68435d61e01479a83bf6ddd1ccc56925 | ,beook RCP: Workspace löschen
2018111663000070,Fehler in der App,BEOOK,3," seit heute nach einem update auf 5.4.8 kann ich nicht mehr auf das entwicklerkonto svba qm lehrmittel 2018 zugreifen. beim umschalten auf \""entwickler\"" erscheint nach dem neustart des programms die meldung: \""sie nuzten bisher die entwicklungsumgebun der app. für die zukünftige nutzung einer anderen laufzeitumgebung als produktion mussen sie sich in den einstellungen der app legitiemieren. die zugangsdaten erhalten sie von ionsoft. die applikation wir nun un die produktionsumgebung zurückgesezt und gestoppt.\"" mein unsername im entwicklerkonto war: xxx@xxx.xx danke fürs erneute freischalten. freundliche grüsse ",closed successful,App: beook 5.4.8 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-12-19 16:17:48 MEZ | Last install: 2018-11-16 15:03:52 MEZ | Application starts: 78 | Unique Device : 9785af4faf936f4d810dbbffc8f82ad1 | ,Aktivierungscode falsch
2018111663000080,Fehler in der App,BEOOK,3,es sind im arbeitsheft keine icons für die lösungen und die korrektur sichtbar. ich bin im controlling-team und kann bei den aufgaben im arbeitsheft keine lösungen einsehen und kontrollieren. bei den testaufgaben funktionert es. dort kann ich die lösungen einblenden. danke für ihre hilfe.,closed successful,App: beook 5.4.8 | Model: 8 cores | Platform: x86 | System Name: Windows 8.1 | System Version: 6.3 | First install: 2017-10-29 20:33:04 MEZ | Last install: 2018-11-15 21:11:30 MEZ | Application starts: 47 | Unique Device : fb8c8770c6a1f31bb0fec969b065aedc | ,Benutzername angepasst
2018111663000090,Geräteanzahl überschritten,BEOOK,3,die einzigen geräte auf denen ich das beook nutzen will ist mein macbook pro von dem aus ich gerade schreibe und mein ipad pro was ich leider nicht registrieren kann da ich die maximale geräteanzahl überschritten habe. alle anderen geräte können sie löschen. vielen dank im voraus mit freundlichen grüßen,closed_max_devices,App: beook 5.4.8 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.14.1 | First install: 2018-04-22 23:09:29 MESZ | Last install: 2018-11-16 20:41:57 MEZ | Application starts: 11 | Unique Device : 754124c94a4ac7bb214be220766103ca | ,"App neu starten, Gerätezahl bei Subscription/Folgeauflage"
2018111763000040,Anmeldung / Aktivierung,DIHK,3,ich habe bei der anmeldung meine e-mail adresse falsch angegeben. das war ein schreibfehler den ich erst jetzt gemerkt habe. bitte änder sie diese ab. alte e-mail : xxx@xxx.xx neue e-mail: xxx@xxx.xx der punkt sollte ein strich sein sonst geht die e-mail beim passwort wiederherstellen unter. danke schon mal im voraus mit freundlichen grüßen andreas schweizer,closed successful,App: IHK lernen mobil 5.2.0 | Model: 12 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-11-17 18:20:02 MEZ | Last install: | Application starts: 1 | Unique Device : 28c035b4ec3125c07e865bad55958c11 | ,Anmeldung mit falscher E-Mail
2018111763000050,Geräteanzahl überschritten,VSRT-BBZ,3,sehr geehrte damen und herren leider ist mein altes gerät heute kaputt gegangen und ich brauche dringend für meine prüfungen mit meinem neuen gerät zugriff. altes gerät acer aspire neues gerät asus. ich danke ihnen für eine rasche rückmeldung aufrichtige grüsse,closed successful,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-11-17 18:16:36 MEZ | Last install: 2018-11-17 18:44:08 MEZ | Application starts: 4 | Unique Device : f504077fdc9ee5a977cf84f3c0e240bf | ,beook RCP: Workspace löschen
2018111863000020,Fehler in der App,hep,3,guten tag leider kann ich keine aufgaben auswählen und lösen im rechnungswesen band 1 grundlagen,closed successful,App: eLehrmittel 5.4.6 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-25 18:01:42 MESZ | Last install: 2018-10-11 18:37:49 MESZ | Application starts: 14 | Unique Device : ca27127b02e2bbdd3be33a9b757eb08f | ,"Anderer Anbieter, falsches Login"
2018111863000030,Anmeldung / Aktivierung,Swissmem,3,ich musste mein tablet neu aufsetzen und meine bisher ausgefülten lehrgänge wurden gelöscht. wie kann ich sie über die cloude zurück holen?,closed_waiting_for_reply,App: Swissmem eBOOK 5.4.6 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-11-13 15:38:36 MEZ | Last install: | Application starts: 3 | Unique Device : c0bf2c888d328e88ec48d076f93c3656 | ,Benutzername angepasst
2018111963000100,Fehler in der App,SVBA,3,mein problem bezieht sich auf die zeichnungen die ich im inkscape zeichne. wenn ich die zeichnung fertig stelle und das programm schliesse übernimmt beeok die zeichnung nicht.,closed successful,App: beook 5.4.8 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-12 10:41:10 MESZ | Last install: 2018-11-09 23:09:57 MEZ | Application starts: 37 | Unique Device : 429928d72b0af753f013a9de3345962b | ,Benutzername angepasst
2018111963000200,Anmeldung / Aktivierung,PHZH,3,ich musste die app neu installieren da ich meinen pc neu aufgesetzt habe. nach der installation sind nun alle bearbeiteten inhalte weg. wie kann ich die inhalte wieder herstellen? gibt es eine möglichkeit? mein ativierungscode ist 8zo2-b3js-yugd ich hatte zu beginn des schujahres das ebook durchgearbeitet. beim syncronisieren hat es mir nunr die daten von der letzten situng gespeichert. vielen dank für eine rückmeldung. mit besten grüssen,closed_waiting_for_reply,App: beook 5.4.8 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.12.5 | First install: 2018-11-15 18:36:04 MEZ | Last install: | Application starts: 7 | Unique Device : 173aa15f100a2aa8d693dd260313bd52 | ,"App unvollständig initialisiert, db und Catalog löschen"
2018111963000210,Fehler in der App,PHZH,3,ich kann den film bei den grundlagen 2.5 unterrichtsebene nicht ansehen. das fenster öffnet sich bleibt aber grau. das gleiche passiert bei allen übungen in den grundlagen kapitel 1 bis 3. die fenster öffnen sich auch hier bleiben aber grau.,closed successful,App: beook 5.4.2 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.9.5 | First install: 2018-08-22 19:44:57 MESZ | Last install: | Application starts: 9 | Unique Device : 6127c5fe010d7cb9b5c48154f6c19ad0 | ,Benutzername angepasst
2018111963000220,Geräteanzahl überschritten,hep,3,ich habe zwei bücher auf dem remoteddesktop meiner schule. ich habe auch zwei coupon welche ich beide bereits im august eingellöst habe. jetzt wollte ich mit dem buch arbeiten was nicht mehr möglich ist da die meldung: alle seiten sind genutzt kommt. was muss ich tun? wäre froh um schnelles feedback ist wichtig!,closed_max_devices,App: eLehrmittel 5.4.6 | Model: 8 cores | Platform: x86 | System Name: Windows Server 2012 R2 | System Version: 6.3 | First install: 2018-08-21 13:13:47 MESZ | Last install: 2018-10-16 08:21:43 MESZ | Application starts: 54 | Unique Device : 3f5695b927c6b25a2d64e6165ea9dd82 | ,Anmeldung mit falscher E-Mail
2018111963000260,Anmeldung / Aktivierung,BEOOK,3,ich will ein neues ebook laden; automobil-mechatroniker/-in nfz aktivierungscode 5u6d-ov57-zmba leider funktioniert das nicht,closed_waiting_for_reply,App: beook 5.4.8 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-07-28 18:57:44 MESZ | Last install: 2018-11-14 10:19:24 MEZ | Application starts: 44 | Unique Device : 16bafc02d8ba40571e100a87b87b4778 | ,Anmeldung mit falscher E-Mail
2018112063000040,Fehler in der App,VSRT-BBZ,3,app wurde nicht auf das neue ipad ipad 11“ 2018 angepasst,closed_waiting_for_reply,User account exists: Yes | | App: beook v5.4.6 | Jailbroken: No | Model: iPad | Platform: iPad81 | System Name: iOS | System Version: 12.1 | First install: 2018-11-08 16:47:15 MEZ | Application starts: 0 | Unique Device : 09e1fb83c0cd4f7469b9cce7f2c5c1dc | UI Type: Extended | ,Benutzername angepasst
2018112063000100,Anmeldung / Aktivierung,PHZH,3,ich habe erfolgslos mit 2 verschiedenen aktivierungscodes versucht das ebook lp21 freizuschalten. kann mir jemand helfen? es geht nicht. die codes waren folgende: u9ht-phz7-mbpa yd4d-ovam-bou4 muss ich mit meinem phzh login angemeldet sein oder mit dem beook account? liebe grüsse,closed_waiting_for_reply,App: beook 5.4.8 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-05-03 10:20:45 MESZ | Last install: 2018-11-20 09:27:14 MEZ | Application starts: 8 | Unique Device : dc765341b234ce81b44720917918ad41 | ,Anmeldung mit falscher E-Mail
2018112063000110,Fehler in der App,PHZH,3,"\""das gewünschte ebook online lerneinheiten lp 21 kann nicht angezeigt werden da es zur zeit nicht geladen ist.\"" ",closed_waiting_for_reply,App: beook 5.4.8 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-09-14 09:46:23 MESZ | Last install: 2018-11-15 09:21:06 MEZ | Application starts: 9 | Unique Device : cb41bef9ac8cd2b001ba716f1a363e0f | ,Benutzername angepasst
2018112063000120,Fehler in der App,hep,3,mein elehrmittel funktiontiert nicht es steht immer technisches problem. können sie mir weiter helfen?,closed_old_app_version,App: eLehrmittel 3.6.2 | Model: 2 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-11-20 12:54:55 MEZ | Last install: | Application starts: 1 | Unique Device : 21e2b6425400a2797f7d36bdcd474edc | ,beook RCP: Workspace löschen
2018112163000010,Geräteanzahl überschritten,Swissmem,3,nachdem ich meinen rechner von windows 7 auf windows 10 aktualisiert habe kommt die meldung geräteanzahl überschritten obwohl ich mit dem selben gerät zugreiffen will.,closed_max_devices,App: Swissmem eBOOK 5.4.6 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-11-21 07:40:43 MEZ | Last install: | Application starts: 2 | Unique Device : 90037f79cd367b63184e227a35f96fac | ,beook RCP: Workspace löschen
